Date,Open,High,Low,Close
13-04-2007, 92.25 , 95.65 , 91.43 , 94.16 
16-04-2007, 94.92 , 96.42 , 94.68 , 95.63 
17-04-2007, 95.86 , 97.18 , 94.07 , 95.31 
18-04-2007, 96.71 , 98.02 , 95.31 , 97.56 
19-04-2007, 96.43 , 100.32 , 94.45 , 99.38 
20-04-2007, 99.93 , 102.28 , 98.16 , 101.33 
23-04-2007, 101.48 , 103.69 , 99.59 , 100.04 
24-04-2007, 97.18 , 107.94 , 97.18 , 106.93 
25-04-2007, 100.01 , 108.92 , 100.01 , 107.55 
26-04-2007, 107.94 , 110.00 , 107.28 , 108.06 
27-04-2007, 107.94 , 108.47 , 103.15 , 103.94 
30-04-2007, 102.94 , 104.62 , 99.16 , 103.97 
03-05-2007, 104.73 , 106.39 , 104.73 , 106.00 
04-05-2007, 106.43 , 109.60 , 105.86 , 106.46 
07-05-2007, 113.03 , 113.03 , 105.20 , 105.64 
08-05-2007, 105.67 , 106.79 , 101.62 , 102.06 
09-05-2007, 102.06 , 106.33 , 101.16 , 105.95 
10-05-2007, 106.62 , 108.75 , 105.35 , 105.99 
11-05-2007, 104.73 , 109.92 , 100.96 , 108.79 
14-05-2007, 111.33 , 114.64 , 111.33 , 113.76 
15-05-2007, 113.69 , 117.09 , 113.22 , 115.81 
16-05-2007, 117.00 , 121.90 , 116.34 , 121.16 
17-05-2007, 121.72 , 126.05 , 121.71 , 125.22 
18-05-2007, 125.39 , 126.43 , 123.33 , 125.25 
21-05-2007, 126.53 , 128.70 , 125.96 , 127.25 
22-05-2007, 127.25 , 127.85 , 124.54 , 125.11 
23-05-2007, 125.49 , 125.49 , 122.29 , 123.48 
24-05-2007, 122.79 , 123.13 , 120.30 , 121.34 
25-05-2007, 119.07 , 123.10 , 117.00 , 122.53 
28-05-2007, 124.06 , 125.49 , 122.80 , 123.46 
29-05-2007, 123.59 , 125.10 , 122.66 , 124.79 
30-05-2007, 124.73 , 127.82 , 123.72 , 125.21 
31-05-2007, 127.85 , 128.48 , 125.61 , 127.72 
01-06-2007, 128.70 , 130.68 , 127.94 , 130.10 
04-06-2007, 132.09 , 133.83 , 131.15 , 132.70 
05-06-2007, 132.09 , 136.32 , 131.43 , 135.54 
06-06-2007, 136.34 , 137.19 , 130.30 , 131.10 
07-06-2007, 130.40 , 132.27 , 127.68 , 128.38 
08-06-2007, 125.61 , 130.87 , 124.67 , 128.00 
11-06-2007, 127.94 , 130.10 , 126.06 , 126.41 
12-06-2007, 127.75 , 127.75 , 123.18 , 125.71 
13-06-2007, 125.02 , 125.80 , 120.79 , 121.75 
14-06-2007, 122.66 , 125.15 , 122.19 , 123.96 
15-06-2007, 125.02 , 127.28 , 123.32 , 124.93 
18-06-2007, 126.43 , 126.90 , 123.88 , 124.41 
19-06-2007, 125.01 , 130.02 , 123.91 , 129.44 
20-06-2007, 130.49 , 134.91 , 129.54 , 134.34 
21-06-2007, 135.23 , 138.19 , 132.09 , 136.49 
22-06-2007, 136.34 , 139.45 , 136.34 , 137.30 
25-06-2007, 137.75 , 137.75 , 135.31 , 136.78 
26-06-2007, 137.37 , 138.32 , 136.13 , 137.50 
27-06-2007, 137.28 , 138.46 , 135.40 , 136.49 
28-06-2007, 137.75 , 139.16 , 136.65 , 138.80 
29-06-2007, 138.84 , 144.52 , 138.84 , 143.96 
02-07-2007, 144.36 , 146.34 , 143.73 , 144.43 
03-07-2007, 146.06 , 150.02 , 145.49 , 149.25 
04-07-2007, 150.87 , 152.85 , 146.84 , 147.55 
05-07-2007, 148.60 , 148.89 , 144.51 , 145.97 
06-07-2007, 146.25 , 169.74 , 144.05 , 146.29 
09-07-2007, 146.81 , 149.08 , 144.93 , 148.22 
10-07-2007, 148.89 , 149.08 , 145.82 , 146.32 
11-07-2007, 145.28 , 146.89 , 142.94 , 145.43 
12-07-2007, 146.08 , 148.04 , 146.08 , 147.11 
13-07-2007, 147.66 , 149.45 , 146.66 , 147.18 
16-07-2007, 147.19 , 152.66 , 145.77 , 152.07 
17-07-2007, 152.38 , 153.29 , 148.51 , 149.37 
18-07-2007, 149.92 , 149.92 , 147.19 , 148.66 
19-07-2007, 148.79 , 151.72 , 148.79 , 150.56 
20-07-2007, 151.91 , 152.83 , 148.70 , 149.48 
23-07-2007, 149.45 , 150.10 , 147.85 , 149.57 
24-07-2007, 151.43 , 151.72 , 147.87 , 148.68 
25-07-2007, 148.13 , 149.43 , 144.93 , 148.08 
26-07-2007, 148.13 , 148.60 , 145.45 , 146.42 
27-07-2007, 143.41 , 144.12 , 138.71 , 141.41 
30-07-2007, 143.84 , 152.36 , 142.45 , 148.89 
31-07-2007, 153.04 , 154.32 , 145.31 , 153.21 
01-08-2007, 151.91 , 151.91 , 145.32 , 146.06 
02-08-2007, 146.25 , 153.42 , 145.68 , 150.28 
03-08-2007, 152.85 , 155.77 , 151.91 , 154.34 
06-08-2007, 151.91 , 160.30 , 149.08 , 158.69 
07-08-2007, 159.46 , 162.84 , 157.81 , 158.71 
08-08-2007, 160.40 , 163.68 , 160.21 , 161.04 
09-08-2007, 162.95 , 163.04 , 154.83 , 155.74 
10-08-2007, 151.11 , 152.37 , 148.62 , 151.62 
13-08-2007, 152.85 , 153.78 , 150.50 , 152.20 
14-08-2007, 154.36 , 154.36 , 151.34 , 152.41 
16-08-2007, 146.25 , 146.99 , 143.16 , 143.51 
17-08-2007, 142.47 , 145.65 , 137.85 , 143.34 
20-08-2007, 148.60 , 150.02 , 145.31 , 146.21 
21-08-2007, 147.66 , 147.66 , 136.93 , 138.07 
22-08-2007, 138.89 , 141.91 , 133.98 , 137.64 
23-08-2007, 139.64 , 141.52 , 132.75 , 133.49 
24-08-2007, 137.28 , 138.97 , 134.45 , 138.32 
27-08-2007, 143.32 , 147.47 , 140.21 , 146.69 
28-08-2007, 148.60 , 148.60 , 145.40 , 146.30 
29-08-2007, 141.91 , 149.55 , 141.91 , 148.50 
30-08-2007, 149.45 , 151.41 , 147.10 , 148.21 
31-08-2007, 148.13 , 152.66 , 148.13 , 151.00 
03-09-2007, 152.76 , 153.13 , 151.18 , 151.59 
04-09-2007, 151.91 , 152.95 , 150.21 , 152.09 
05-09-2007, 152.76 , 153.13 , 149.08 , 150.42 
06-09-2007, 149.83 , 154.74 , 149.64 , 154.16 
07-09-2007, 155.21 , 155.96 , 152.19 , 152.88 
10-09-2007, 150.40 , 155.19 , 149.55 , 154.74 
11-09-2007, 155.68 , 156.34 , 152.38 , 153.10 
12-09-2007, 153.79 , 154.71 , 152.80 , 153.27 
13-09-2007, 154.24 , 158.70 , 153.79 , 158.00 
14-09-2007, 158.61 , 161.11 , 154.87 , 155.71 
17-09-2007, 154.27 , 158.04 , 154.27 , 155.27 
18-09-2007, 157.57 , 160.67 , 154.45 , 159.92 
19-09-2007, 163.70 , 167.48 , 163.70 , 166.98 
20-09-2007, 169.72 , 169.72 , 165.32 , 166.02 
21-09-2007, 165.96 , 173.60 , 165.40 , 170.52 
24-09-2007, 173.61 , 175.08 , 170.81 , 173.06 
25-09-2007, 173.89 , 174.33 , 167.95 , 170.52 
26-09-2007, 170.78 , 177.29 , 168.71 , 174.48 
27-09-2007, 175.68 , 179.18 , 174.74 , 177.45 
28-09-2007, 178.80 , 185.11 , 178.43 , 183.60 
01-10-2007, 184.18 , 185.40 , 177.63 , 178.76 
03-10-2007, 182.38 , 183.89 , 168.51 , 179.98 
04-10-2007, 177.85 , 183.23 , 174.55 , 179.74 
05-10-2007, 181.15 , 182.57 , 173.51 , 175.12 
08-10-2007, 177.85 , 178.14 , 165.59 , 168.13 
09-10-2007, 168.89 , 180.21 , 165.09 , 178.32 
10-10-2007, 180.21 , 184.80 , 175.59 , 181.49 
11-10-2007, 183.51 , 184.35 , 180.40 , 183.51 
12-10-2007, 183.04 , 183.99 , 174.55 , 175.75 
15-10-2007, 176.82 , 186.12 , 176.04 , 184.29 
16-10-2007, 184.93 , 187.85 , 179.27 , 181.89 
17-10-2007, 161.34 , 176.76 , 156.72 , 172.55 
18-10-2007, 175.97 , 178.32 , 152.38 , 158.04 
19-10-2007, 167.48 , 167.48 , 150.96 , 157.29 
22-10-2007, 153.79 , 163.13 , 151.92 , 161.86 
23-10-2007, 162.76 , 172.65 , 162.76 , 171.28 
24-10-2007, 172.66 , 183.20 , 171.28 , 180.18 
25-10-2007, 180.21 , 186.25 , 179.76 , 183.81 
26-10-2007, 183.99 , 198.61 , 179.74 , 196.24 
29-10-2007, 201.44 , 205.22 , 196.35 , 199.71 
30-10-2007, 200.48 , 203.71 , 191.75 , 193.93 
31-10-2007, 190.69 , 200.31 , 190.69 , 195.14 
01-11-2007, 204.46 , 204.46 , 193.66 , 195.81 
02-11-2007, 193.42 , 214.56 , 188.70 , 212.20 
05-11-2007, 212.29 , 219.78 , 208.99 , 211.24 
06-11-2007, 212.39 , 216.07 , 205.31 , 209.35 
07-11-2007, 211.35 , 219.75 , 205.80 , 213.50 
08-11-2007, 212.76 , 213.42 , 203.81 , 206.15 
12-11-2007, 198.14 , 212.76 , 196.29 , 211.82 
13-11-2007, 214.65 , 219.27 , 208.53 , 216.47 
14-11-2007, 231.16 , 231.16 , 218.43 , 222.09 
15-11-2007, 224.09 , 224.09 , 216.82 , 217.79 
16-11-2007, 217.79 , 221.63 , 212.89 , 219.60 
19-11-2007, 220.31 , 223.59 , 216.18 , 217.23 
20-11-2007, 216.54 , 222.07 , 213.42 , 215.02 
21-11-2007, 214.93 , 214.93 , 201.44 , 203.49 
22-11-2007, 203.82 , 217.01 , 200.59 , 212.22 
23-11-2007, 215.12 , 215.12 , 208.55 , 212.20 
26-11-2007, 215.12 , 217.01 , 209.70 , 211.66 
27-11-2007, 211.66 , 215.82 , 209.93 , 214.60 
28-11-2007, 219.25 , 219.25 , 211.25 , 212.52 
29-11-2007, 214.91 , 218.41 , 212.32 , 213.98 
30-11-2007, 217.20 , 220.69 , 215.50 , 217.24 
03-12-2007, 219.84 , 221.34 , 217.76 , 219.35 
04-12-2007, 219.56 , 221.24 , 217.20 , 218.41 
05-12-2007, 218.52 , 226.35 , 218.08 , 224.98 
06-12-2007, 226.45 , 229.92 , 224.46 , 226.02 
07-12-2007, 228.79 , 231.89 , 225.50 , 229.82 
10-12-2007, 229.84 , 231.96 , 227.86 , 228.89 
11-12-2007, 232.01 , 233.62 , 228.90 , 230.95 
12-12-2007, 228.33 , 231.63 , 228.33 , 230.11 
13-12-2007, 231.54 , 232.96 , 225.31 , 226.10 
14-12-2007, 227.39 , 228.24 , 224.21 , 227.09 
17-12-2007, 227.39 , 227.39 , 216.54 , 218.18 
18-12-2007, 218.90 , 221.54 , 215.72 , 216.96 
19-12-2007, 220.19 , 220.19 , 210.12 , 212.91 
20-12-2007, 214.46 , 218.24 , 211.35 , 212.97 
24-12-2007, 219.34 , 221.54 , 216.10 , 220.29 
26-12-2007, 221.82 , 227.67 , 221.82 , 226.45 
27-12-2007, 228.80 , 230.10 , 222.33 , 224.20 
28-12-2007, 223.61 , 227.29 , 222.68 , 224.33 
31-12-2007, 227.37 , 227.37 , 222.67 , 223.72 
01-01-2008, 224.56 , 225.97 , 222.31 , 224.89 
02-01-2008, 223.80 , 231.54 , 220.97 , 228.65 
03-01-2008, 228.33 , 229.96 , 224.90 , 226.00 
04-01-2008, 242.86 , 242.86 , 224.27 , 225.39 
07-01-2008, 226.32 , 229.09 , 222.76 , 226.72 
08-01-2008, 228.30 , 236.07 , 227.89 , 232.54 
09-01-2008, 231.16 , 236.54 , 230.33 , 231.59 
10-01-2008, 234.20 , 236.35 , 224.37 , 227.35 
11-01-2008, 230.66 , 231.63 , 224.46 , 229.73 
14-01-2008, 233.87 , 239.31 , 230.31 , 232.40 
15-01-2008, 235.66 , 235.66 , 227.12 , 228.66 
16-01-2008, 228.80 , 229.56 , 221.35 , 227.91 
17-01-2008, 230.50 , 231.92 , 224.09 , 227.99 
18-01-2008, 225.50 , 228.99 , 219.39 , 222.89 
21-01-2008, 222.39 , 224.53 , 191.66 , 207.21 
22-01-2008, 180.21 , 215.12 , 172.66 , 201.67 
23-01-2008, 214.12 , 222.86 , 205.22 , 219.25 
24-01-2008, 222.72 , 226.42 , 217.01 , 221.08 
25-01-2008, 230.22 , 231.99 , 222.67 , 227.14 
28-01-2008, 229.90 , 233.90 , 220.00 , 231.34 
29-01-2008, 231.00 , 235.90 , 222.01 , 223.07 
30-01-2008, 227.47 , 227.90 , 220.10 , 222.40 
31-01-2008, 215.50 , 224.77 , 213.60 , 216.74 
01-02-2008, 224.47 , 224.47 , 211.70 , 218.46 
04-02-2008, 221.40 , 230.74 , 221.00 , 227.37 
05-02-2008, 226.40 , 227.40 , 221.00 , 222.85 
06-02-2008, 219.90 , 220.50 , 213.76 , 218.24 
07-02-2008, 220.00 , 221.90 , 212.33 , 215.53 
08-02-2008, 215.53 , 221.80 , 211.62 , 219.21 
11-02-2008, 226.69 , 226.69 , 200.17 , 205.10 
12-02-2008, 211.60 , 211.60 , 201.24 , 205.21 
13-02-2008, 207.00 , 213.90 , 205.10 , 211.74 
14-02-2008, 217.44 , 223.27 , 213.90 , 220.69 
15-02-2008, 217.80 , 230.40 , 217.32 , 229.57 
18-02-2008, 231.50 , 233.97 , 222.54 , 225.37 
19-02-2008, 227.88 , 229.40 , 224.65 , 226.48 
20-02-2008, 223.21 , 225.86 , 218.04 , 221.02 
21-02-2008, 223.50 , 223.50 , 212.50 , 217.90 
22-02-2008, 214.90 , 215.20 , 210.00 , 211.38 
25-02-2008, 213.37 , 213.90 , 206.50 , 212.59 
26-02-2008, 213.00 , 215.50 , 210.05 , 212.45 
27-02-2008, 213.43 , 215.50 , 207.10 , 208.79 
28-02-2008, 209.07 , 209.60 , 199.63 , 203.91 
29-02-2008, 201.00 , 213.50 , 194.50 , 211.16 
03-03-2008, 200.10 , 205.24 , 190.00 , 192.22 
04-03-2008, 192.48 , 194.00 , 186.10 , 187.57 
05-03-2008, 186.10 , 189.20 , 181.30 , 184.88 
07-03-2008, 185.00 , 186.00 , 175.55 , 183.98 
10-03-2008, 181.00 , 190.80 , 178.52 , 188.54 
11-03-2008, 186.00 , 193.60 , 185.01 , 189.45 
12-03-2008, 193.00 , 196.00 , 177.82 , 180.76 
13-03-2008, 176.00 , 177.88 , 168.00 , 169.60 
14-03-2008, 170.00 , 174.00 , 168.00 , 171.29 
17-03-2008, 169.94 , 169.94 , 160.02 , 163.63 
18-03-2008, 164.00 , 165.50 , 158.10 , 159.26 
19-03-2008, 162.30 , 167.94 , 158.71 , 160.51 
24-03-2008, 162.50 , 165.00 , 160.50 , 164.42 
25-03-2008, 166.50 , 175.49 , 166.50 , 173.90 
26-03-2008, 174.50 , 179.40 , 169.01 , 171.37 
27-03-2008, 170.00 , 172.10 , 162.63 , 164.66 
28-03-2008, 165.90 , 168.77 , 161.26 , 167.78 
31-03-2008, 167.40 , 169.50 , 159.00 , 160.02 
01-04-2008, 160.50 , 164.37 , 158.20 , 162.32 
02-04-2008, 165.20 , 171.10 , 164.70 , 165.62 
03-04-2008, 165.60 , 167.00 , 162.50 , 163.90 
04-04-2008, 163.90 , 165.02 , 159.15 , 160.17 
07-04-2008, 161.90 , 170.00 , 156.13 , 167.34 
08-04-2008, 169.00 , 172.20 , 164.84 , 167.43 
09-04-2008, 167.80 , 170.16 , 165.10 , 169.35 
10-04-2008, 170.80 , 171.95 , 165.45 , 166.18 
11-04-2008, 168.90 , 169.00 , 164.03 , 166.71 
15-04-2008, 166.40 , 169.00 , 163.01 , 167.57 
16-04-2008, 169.00 , 171.00 , 165.80 , 166.50 
17-04-2008, 168.00 , 172.10 , 167.50 , 168.32 
21-04-2008, 167.49 , 174.80 , 166.00 , 174.10 
22-04-2008, 173.50 , 175.30 , 172.50 , 173.24 
23-04-2008, 173.60 , 174.47 , 168.00 , 169.60 
24-04-2008, 169.94 , 171.00 , 167.50 , 168.17 
25-04-2008, 169.00 , 175.38 , 169.00 , 174.85 
28-04-2008, 176.00 , 176.10 , 172.01 , 173.68 
29-04-2008, 173.50 , 180.70 , 173.00 , 179.55 
30-04-2008, 179.90 , 182.10 , 173.00 , 177.46 
02-05-2008, 179.99 , 184.00 , 179.99 , 182.24 
05-05-2008, 183.84 , 183.84 , 176.61 , 177.99 
06-05-2008, 177.20 , 178.39 , 173.50 , 175.74 
07-05-2008, 174.00 , 177.99 , 172.23 , 176.85 
08-05-2008, 174.50 , 175.99 , 172.34 , 173.33 
09-05-2008, 171.40 , 174.32 , 166.63 , 168.21 
12-05-2008, 166.50 , 168.00 , 161.60 , 166.27 
13-05-2008, 167.00 , 169.20 , 165.13 , 166.78 
14-05-2008, 165.10 , 167.79 , 165.10 , 166.07 
15-05-2008, 166.50 , 169.00 , 166.50 , 168.11 
16-05-2008, 168.11 , 171.40 , 168.11 , 170.63 
20-05-2008, 170.00 , 170.20 , 164.52 , 165.28 
21-05-2008, 163.96 , 167.73 , 162.10 , 166.20 
22-05-2008, 164.80 , 164.80 , 160.00 , 160.57 
23-05-2008, 161.80 , 162.47 , 156.43 , 157.33 
26-05-2008, 156.30 , 156.40 , 152.64 , 153.79 
27-05-2008, 155.00 , 157.47 , 146.50 , 147.44 
28-05-2008, 149.77 , 153.50 , 145.52 , 151.71 
29-05-2008, 152.22 , 153.99 , 145.22 , 146.12 
30-05-2008, 146.51 , 148.90 , 143.54 , 144.50 
02-06-2008, 142.70 , 149.80 , 137.63 , 139.49 
03-06-2008, 136.99 , 140.96 , 135.21 , 138.81 
04-06-2008, 137.50 , 139.70 , 132.50 , 133.13 
05-06-2008, 133.13 , 136.90 , 129.20 , 135.46 
06-06-2008, 136.32 , 138.19 , 132.80 , 133.52 
09-06-2008, 130.00 , 130.80 , 126.00 , 129.46 
10-06-2008, 128.28 , 129.68 , 125.04 , 127.90 
11-06-2008, 129.00 , 132.47 , 128.18 , 131.00 
12-06-2008, 127.20 , 134.94 , 123.67 , 133.96 
13-06-2008, 133.80 , 136.00 , 132.24 , 133.52 
16-06-2008, 133.49 , 136.48 , 131.60 , 132.65 
17-06-2008, 132.50 , 139.38 , 131.51 , 138.75 
18-06-2008, 138.51 , 139.87 , 134.51 , 135.05 
19-06-2008, 133.00 , 138.47 , 129.00 , 130.05 
20-06-2008, 130.50 , 132.50 , 124.11 , 124.89 
23-06-2008, 124.50 , 124.79 , 119.03 , 120.43 
24-06-2008, 122.45 , 124.29 , 119.80 , 120.68 
25-06-2008, 117.00 , 121.70 , 114.02 , 119.41 
26-06-2008, 120.98 , 124.97 , 118.75 , 122.36 
27-06-2008, 120.13 , 120.13 , 115.01 , 116.12 
30-06-2008, 119.50 , 119.50 , 110.10 , 111.16 
01-07-2008, 111.50 , 113.38 , 101.10 , 102.53 
02-07-2008, 96.57 , 109.20 , 96.57 , 107.83 
03-07-2008, 107.90 , 113.37 , 104.03 , 110.04 
04-07-2008, 109.90 , 113.98 , 107.50 , 112.49 
07-07-2008, 113.00 , 119.20 , 113.00 , 117.18 
08-07-2008, 116.00 , 122.00 , 109.50 , 120.76 
09-07-2008, 123.50 , 126.50 , 121.20 , 123.78 
10-07-2008, 121.70 , 125.70 , 120.00 , 123.65 
11-07-2008, 124.44 , 125.90 , 119.50 , 122.08 
14-07-2008, 121.90 , 127.88 , 120.01 , 125.79 
15-07-2008, 125.50 , 125.50 , 115.24 , 118.18 
16-07-2008, 118.50 , 120.77 , 111.61 , 113.58 
17-07-2008, 117.50 , 126.40 , 116.30 , 123.15 
18-07-2008, 125.00 , 130.96 , 121.60 , 129.96 
21-07-2008, 130.95 , 136.50 , 129.11 , 135.26 
22-07-2008, 134.50 , 141.79 , 133.54 , 140.34 
23-07-2008, 145.00 , 154.98 , 144.00 , 154.33 
24-07-2008, 155.80 , 157.40 , 146.24 , 147.88 
25-07-2008, 142.50 , 150.80 , 142.27 , 144.40 
28-07-2008, 140.20 , 150.49 , 140.20 , 141.74 
29-07-2008, 139.80 , 141.87 , 130.60 , 131.87 
30-07-2008, 133.00 , 139.77 , 132.50 , 138.79 
31-07-2008, 139.00 , 143.09 , 134.30 , 141.73 
01-08-2008, 139.18 , 151.99 , 137.00 , 150.46 
04-08-2008, 149.87 , 154.70 , 147.90 , 151.05 
05-08-2008, 151.05 , 158.60 , 147.00 , 157.84 
06-08-2008, 159.24 , 163.90 , 150.73 , 151.85 
07-08-2008, 151.48 , 155.44 , 150.63 , 152.32 
08-08-2008, 154.37 , 154.37 , 147.51 , 151.78 
11-08-2008, 153.30 , 160.50 , 153.30 , 159.79 
12-08-2008, 159.65 , 162.48 , 152.51 , 155.60 
13-08-2008, 155.35 , 158.80 , 152.24 , 155.34 
14-08-2008, 157.79 , 157.79 , 145.20 , 145.52 
18-08-2008, 144.00 , 147.77 , 142.51 , 145.51 
19-08-2008, 143.00 , 145.89 , 141.21 , 144.24 
20-08-2008, 145.40 , 147.80 , 143.00 , 144.35 
21-08-2008, 143.52 , 144.20 , 133.40 , 134.31 
22-08-2008, 134.31 , 136.28 , 130.90 , 134.41 
25-08-2008, 137.00 , 139.68 , 135.24 , 135.71 
26-08-2008, 134.90 , 137.90 , 133.02 , 137.07 
27-08-2008, 136.46 , 138.90 , 131.81 , 133.10 
28-08-2008, 131.04 , 134.20 , 130.05 , 130.93 
29-08-2008, 133.60 , 140.98 , 133.60 , 140.38 
01-09-2008, 139.00 , 143.47 , 136.10 , 141.56 
02-09-2008, 142.00 , 154.80 , 142.00 , 152.30 
04-09-2008, 150.01 , 154.67 , 146.15 , 153.47 
05-09-2008, 151.15 , 153.72 , 147.00 , 151.99 
08-09-2008, 156.00 , 161.00 , 156.00 , 159.18 
09-09-2008, 158.99 , 158.99 , 155.10 , 155.85 
10-09-2008, 154.10 , 158.37 , 153.50 , 156.66 
11-09-2008, 155.12 , 155.57 , 151.01 , 153.90 
12-09-2008, 155.98 , 156.40 , 148.80 , 151.35 
15-09-2008, 148.88 , 150.24 , 140.60 , 149.01 
16-09-2008, 142.00 , 160.00 , 142.00 , 158.07 
17-09-2008, 160.00 , 160.00 , 151.16 , 153.08 
18-09-2008, 147.00 , 158.77 , 142.50 , 156.66 
19-09-2008, 159.80 , 162.00 , 154.63 , 156.57 
22-09-2008, 158.00 , 159.49 , 154.80 , 156.69 
23-09-2008, 153.00 , 156.81 , 149.68 , 150.32 
24-09-2008, 151.50 , 153.80 , 148.40 , 151.80 
25-09-2008, 152.01 , 152.74 , 146.80 , 149.50 
26-09-2008, 150.90 , 150.90 , 142.71 , 143.49 
29-09-2008, 144.99 , 145.50 , 135.20 , 140.54 
30-09-2008, 138.50 , 148.50 , 135.50 , 146.34 
01-10-2008, 148.48 , 152.50 , 141.50 , 150.45 
03-10-2008, 145.10 , 152.70 , 145.10 , 148.37 
06-10-2008, 147.26 , 147.80 , 142.12 , 143.35 
07-10-2008, 145.54 , 150.50 , 138.20 , 140.63 
08-10-2008, 137.47 , 138.50 , 130.10 , 131.83 
10-10-2008, 124.40 , 137.50 , 118.11 , 135.25 
13-10-2008, 137.80 , 153.20 , 136.40 , 149.57 
14-10-2008, 155.26 , 158.98 , 150.30 , 152.84 
15-10-2008, 145.50 , 153.70 , 145.50 , 150.01 
16-10-2008, 145.50 , 155.89 , 141.60 , 154.05 
17-10-2008, 155.90 , 156.50 , 138.01 , 141.95 
20-10-2008, 142.00 , 151.00 , 136.82 , 143.56 
21-10-2008, 145.00 , 150.49 , 142.00 , 148.76 
22-10-2008, 146.00 , 147.90 , 138.30 , 139.23 
23-10-2008, 136.60 , 139.70 , 131.40 , 132.63 
24-10-2008, 130.00 , 131.30 , 110.00 , 116.47 
27-10-2008, 114.96 , 118.97 , 98.50 , 105.28 
29-10-2008, 116.00 , 118.50 , 107.82 , 109.96 
31-10-2008, 115.00 , 117.70 , 106.55 , 110.97 
03-11-2008, 116.40 , 126.47 , 115.50 , 124.04 
04-11-2008, 123.01 , 133.44 , 122.36 , 132.07 
05-11-2008, 138.00 , 138.00 , 126.20 , 127.25 
06-11-2008, 123.38 , 126.47 , 120.00 , 121.67 
07-11-2008, 120.10 , 125.99 , 118.56 , 124.88 
10-11-2008, 127.00 , 131.50 , 125.10 , 130.09 
11-11-2008, 130.97 , 130.97 , 121.40 , 122.24 
12-11-2008, 121.02 , 123.29 , 114.63 , 117.88 
14-11-2008, 120.10 , 123.90 , 115.50 , 117.16 
17-11-2008, 117.00 , 118.90 , 112.10 , 116.79 
18-11-2008, 114.10 , 115.39 , 109.70 , 110.85 
19-11-2008, 110.79 , 115.20 , 106.56 , 108.11 
20-11-2008, 104.90 , 113.68 , 102.13 , 108.71 
21-11-2008, 108.52 , 121.00 , 108.52 , 118.36 
24-11-2008, 120.00 , 122.23 , 111.63 , 114.74 
25-11-2008, 116.78 , 119.00 , 106.00 , 107.18 
26-11-2008, 108.40 , 111.50 , 104.30 , 110.50 
27-11-2008, NA , NA , NA , NA 
28-11-2008, 106.50 , 110.99 , 105.50 , 108.86 
01-12-2008, 109.00 , 112.63 , 104.80 , 105.61 
02-12-2008, 103.50 , 104.50 , 99.56 , 103.70 
03-12-2008, 105.00 , 110.60 , 103.51 , 109.71 
04-12-2008, 110.50 , 117.50 , 109.80 , 116.89 
05-12-2008, 116.80 , 120.90 , 112.03 , 113.42 
08-12-2008, 117.00 , 120.00 , 115.30 , 116.88 
10-12-2008, 117.50 , 119.80 , 115.00 , 118.91 
11-12-2008, 119.10 , 122.20 , 116.51 , 119.89 
12-12-2008, 116.50 , 123.20 , 113.64 , 121.68 
15-12-2008, 122.00 , 125.90 , 119.24 , 120.47 
16-12-2008, 119.50 , 124.50 , 119.50 , 123.88 
17-12-2008, 124.01 , 126.00 , 119.00 , 120.17 
18-12-2008, 120.32 , 130.50 , 120.21 , 129.60 
19-12-2008, 128.00 , 132.40 , 126.76 , 128.74 
22-12-2008, 127.80 , 132.29 , 126.50 , 127.29 
23-12-2008, 126.20 , 128.00 , 125.00 , 126.42 
24-12-2008, 126.00 , 129.60 , 125.27 , 128.57 
26-12-2008, 129.50 , 130.90 , 122.67 , 124.31 
29-12-2008, 124.00 , 127.65 , 120.56 , 127.18 
30-12-2008, 127.50 , 130.84 , 125.96 , 129.17 
31-12-2008, 130.80 , 130.80 , 127.00 , 128.88 
02-01-2009, 131.50 , 135.00 , 131.22 , 133.18 
05-01-2009, 135.40 , 137.76 , 134.80 , 136.08 
06-01-2009, 138.87 , 138.87 , 129.80 , 132.29 
07-01-2009, 132.50 , 134.96 , 122.01 , 124.00 
09-01-2009, 122.00 , 125.17 , 117.64 , 122.11 
12-01-2009, 120.50 , 122.32 , 110.83 , 115.89 
13-01-2009, 114.50 , 118.63 , 114.04 , 117.49 
14-01-2009, 118.00 , 121.14 , 117.14 , 119.69 
15-01-2009, 117.50 , 117.50 , 113.20 , 114.72 
16-01-2009, 115.50 , 117.66 , 115.10 , 116.42 
19-01-2009, 116.30 , 118.30 , 113.91 , 114.64 
20-01-2009, 113.20 , 113.50 , 110.22 , 111.29 
21-01-2009, 110.00 , 110.98 , 107.00 , 108.12 
22-01-2009, 109.99 , 110.40 , 106.61 , 109.03 
23-01-2009, 107.95 , 111.10 , 103.11 , 104.15 
27-01-2009, 106.00 , 109.40 , 106.00 , 108.76 
28-01-2009, 109.24 , 111.77 , 106.54 , 111.25 
29-01-2009, 113.00 , 116.40 , 108.86 , 109.93 
30-01-2009, 109.49 , 115.90 , 107.68 , 115.10 
02-02-2009, 113.90 , 113.90 , 108.51 , 109.58 
03-02-2009, 106.62 , 113.30 , 106.62 , 109.23 
04-02-2009, 110.00 , 111.96 , 108.61 , 109.68 
05-02-2009, 110.25 , 110.97 , 108.20 , 109.47 
06-02-2009, 111.00 , 112.40 , 110.00 , 111.86 
09-02-2009, 112.50 , 115.40 , 111.60 , 114.75 
